HomeID,VillageCode,Area,WealthRanking,nMembersAdjusted,nGenerations,Composition,NonNormativeComposition,OwnHouse,OwnGuesthouse,OwnFarm,HousingCharacteristics,fHousing,LandSize,LandSizeGeneratingIncome,nCars,nMotorcycles,nBicycles,Toilet,Water,HotWater,Electricity,AC,Fridge,Washer,RiceCooker,TV,TVViewing,CellPhone,Computer,InternetAccess,MedicineAtHome,Livestock,LivestockSales,nPigs,nGoats,nPoultry,nOxen,nHorses,nPigsSold,nGoatsSold,nPoultrySold,nOxenSold,nHorsesSold,PrimarySourceHouseholdIncome,SecondarySourceHouseholdIncome,HHIncomeMonthONLY,HHOtherIncomeONLY,HHIncomeTotalLastYear,HHTotalMonthIncome,HHIncomeIncomplete,IncomeFromRemittance,RegularIncomeFromLand,GovtLumpsumReceived,DibaoPerYear,GovtLandCompensation,HouseholdDebt,SourceOfHouseholdDebt,MajorShockLast5Years,MajorShockLifetime,FoodInsecurityLast5Years,FoodInsecurityChildhood,PctFoodHome,PctFoodMarket,FamilyConditionComparedOtherHouseholds,FamilyConditionCompared10YearsAgo,LastBabyBirthPlace,MotherBirthPlace,LastTimeToClinic,LastTimeToClinicReason,LastTimeToHospital,LastTimeToHospitalReason
176,3.1,3,Average,7,3,Matrilineal,,1,0,1,Wood,,20,0,0,2,0,0,2,1,1,0,1,1,1,1,3,1,1,1,1,1,1,9,0,10,6,0,0,0,0,2,0,Salary (Regular),Agriculture,0,6000,6000,500,2,-999,0,E,-998,,0,,Death,No shock,Always enough,Sometimes not enough,85,15,5,Better,Yongning,Home,Few months ago,Flu,Never,Na
179,3.1,3,Rich,4,2,Nuclear,1,1,0,1,Wood,,15,0,0,2,1,0,1,0,1,0,1,1,1,1,3,1,0,1,1,1,1,7,0,25,2,2,9,0,0,1,0,Agriculture,,0,10000,10000,833.3333333,2,-999,0,E,-998,,0,,Debt,Illness,Always enough,Sometimes not enough,90,10,5,Better,Home,Home,Few months ago,Flu,Few months ago,"Lung problem, skin infection"
181,3.1,3,Rich,6,3,Matrilineal,,1,0,1,Wood,,30,0,1,1,0,0,3,0,1,0,1,1,1,1,4,1,0,0,1,1,1,2,0,6,1,2,5,0,0,0,0,Agriculture,Salary (Irregular),0,12000,12000,1000,2,-999,0,E,-998,,0,,No shock,No shock,Always enough,Always enough,90,10,7,Better,Home,Home,Last year,Flu,Few years ago,Immunization
200,3.1,3,Average,6,3,Matrilineal,,1,0,1,Wood,,10,0,1,0,1,0,3,0,1,0,0,1,1,1,3,1,0,0,1,1,1,8,3,10,0,0,4,1,0,0,0,Agriculture,,0,2800,2800,233.3333333,2,-999,0,E,-998,,0,,No shock,No shock,Always enough,Always enough,90,10,5,Better,Ninglang,Home,Never,Na,Last year,Flu
261,3.2,3,Average,6,3,Bilateral,,1,0,1,Wood,,13,-999,1,1,0,1,3,1,1,0,1,1,1,1,3,1,0,0,1,1,1,6,0,14,2,0,6,0,0,0,0,Agriculture,Salary (Regular),30000,1800,361800,30150,2,-999,R,E,-998,,20000,Medical,Illness,No shock,Always enough,Always enough,85,15,2,Better,Ninglang,Home,Never,Na,Last year,Body check
264,3.3,3,Rich,6,3,Patrilineal,1,1,0,1,Wood,,999,0,1,1,0,0,1,0,1,0,1,1,1,1,3,1,0,0,1,1,1,18,0,30,1,0,20,0,7,0,0,Agriculture,,0,12600,12600,1050,2,-999,0,E,-998,,0,,No shock,No shock,Always enough,Sometimes not enough,-998,-998,5,Better,-998,-998,-998,-998,-998,-998
272,3.3,3,Rich,4,2,Matrilineal,,1,0,1,Wood,,20,0,0,1,0,2,1,1,1,0,1,1,1,1,4,1,1,1,1,1,1,16,0,37,0,2,3,0,0,0,1,Agriculture,Salary (Irregular),500,4300,10300,858.3333333,2,-999,0,E,-998,,0,,Illness,No shock,Always enough,Always enough,75,25,10,Better,Home,Home,Last year,Passed out,Last year,Surgery
274,3.3,3,Average,5,3,Matrilineal,,1,0,1,Wood,,15,0,0,1,0,0,3,1,1,0,1,1,1,1,3,1,0,0,1,1,1,12,0,15,5,0,8,0,0,0,0,Agriculture,Salary (Irregular),2500,2500,32500,2708.333333,2,-999,0,E,-998,,0,,No shock,No shock,Always enough,Always enough,90,10,5,Better,Home,Home,Never,Na,Never,Na
287,3.3,3,Rich,6,2,Patrilineal,1,1,0,1,Wood,,20,0,0,2,0,2,3,1,1,0,1,1,1,1,3,1,0,0,0,1,0,6,0,15,1,0,0,0,0,0,0,Agriculture,Salary (Regular),5000,1500,61500,5125,2,-999,0,E,-998,,0,,No shock,No shock,Always enough,Always enough,75,25,5,Better,Home,Home,Last year,Medicine purchase,Last year,Surgery to remove ___
309,1.1,1,Very Rich,6,2,Matrilineal,,1,1,3,Concrete,,7,-999,1,2,1,3,3,1,1,1,1,1,1,1,3,1,1,1,1,1,0,5,1,45,0,0,0,0,0,0,0,Tourism,Business,9000,0,108000,9000,2,0,-999,0,No,,0,,No shock,No shock,Always enough,Always enough,60,40,5,Better,Home,Home,Never,Na,Few years ago,Feet pain
360,4.1,4,Rich,8,4,Patrilineal,,1,0,1,Earth,,999,-998,1,1,0,3,3,1,1,0,1,1,1,1,3,1,0,1,0,1,0,10,0,10,0,0,0,0,0,0,0,Salary (Irregular),Business,12000,0,144000,12000,2,-999,L,0,-998,,0,,No shock,No shock,Always enough,Always enough,60,40,5,Better,City,Home,Few months ago,Flu,Few months ago,Baby delivery
379,5.2,5,Rich,4,2,Nuclear,,1,0,1,Wood,,1,0,0,1,0,0,3,0,1,0,1,0,1,1,3,1,0,0,0,1,1,3,2,60,2,0,13,0,20,0,0,Agriculture,Salary (Irregular),2000,16000,40000,3333.333333,2,-999,0,0,-998,,100000,Investment,Debt,No shock,Always enough,Sometimes not enough,65,35,5,Better,Home,Home,Few years ago,Arthritis,Long time ago,Tetanus
432,1.2,1,Very Poor,6,2,Patrilineal,1,1,1,0,Wood,,5,0,0,1,0,3,3,1,1,0,1,1,1,1,3,1,1,1,1,1,0,3,0,20,0,0,0,0,0,0,0,Property and Rent,Tourism,6000,116000,188000,15666.66667,2,-999,R,0,No,,0,,No shock,No shock,Always enough,Sometimes not enough,15,85,3,Better,Home,Home,Never,Na,Few years ago,Food poisoning
466,2.1,2,Rich,7,3,Bilateral,,1,0,1,Wood,,999,0,1,0,1,3,3,0,1,0,1,1,1,1,3,1,1,1,1,1,0,4,0,35,0,1,0,0,0,0,0,Salary (Regular),,12000,0,144000,12000,2,-999,0,T,No,,0,,No shock,No shock,Always enough,Always enough,70,30,7,Better,Ninglang,Home,Never,Na,Last year,Body check
496,2.1,2,Average,10,3,Matrilineal,,1,0,1,Wood,,15,0,1,0,1,0,3,0,1,0,1,1,1,1,3,1,0,1,1,1,0,10,20,35,10,0,0,0,0,0,0,Agriculture,Salary (Irregular),3000,3500,39500,3291.666667,2,-999,0,0,No,,0,,No shock,No shock,Always enough,Sometimes not enough,100,0,5,Better,City,Home,Never,Na,Last year,____
503,2.1,2,Rich,6,3,Bilateral,,1,0,1,Wood,,9,0,1,2,2,2,3,1,1,0,1,1,1,1,3,1,1,1,1,1,1,7,0,36,2,3,4,0,0,0,0,Salary (Regular),Agriculture,5750,3000,72000,6000,2,-999,0,0,No,,100000,Car purchase,No shock,No shock,Always enough,Sometimes not enough,80,20,5,Better,Ninglang,Home,Few months ago,Headache,Few months ago,Back pain
539,4.3,4,Average,4,2,Nuclear,,1,0,0,Brick,,0,-998,0,0,0,2,3,0,1,0,1,1,1,1,3,1,0,0,0,1,0,5,2,5,0,0,0,0,0,0,0,Salary (Irregular),,4500,0,54000,4500,2,-999,MPL,M,No,12400,0,,No shock,No shock,Always enough,Always enough,30,70,5,Better,Home,Home,Last year,Flu,Never,Na
101,1.1,1,Rich,8,4,Matrilineal,,1,1,3,Wood,,14,-999,1,7,2,3,3,1,1,1,1,1,1,1,3,1,1,1,0,1,1,7,0,20,1,0,2,0,0,0,0,Property and Rent,Tourism,0,240000,240000,20000,0,0,R,0,No,,0,Other,No shock,No shock,Always enough,Sometimes not enough,40,60,7,Better,Home,Home,-998,-998,-998,-998
102,1.1,1,Rich,7,2,Bilateral,,1,1,3,Concrete,,999,-999,2,5,0,3,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,4,0,20,0,0,0,0,0,0,0,Property and Rent,Tourism,0,300000,300000,25000,0,0,R,0,No,,500000,Investment,No shock,No shock,Always enough,Always enough,5,95,5,No change,-998,Home,-998,-998,-998,-998
103,1.1,1,Rich,4,2,Nuclear,1,1,1,3,Concrete,,5,-999,1,4,0,3,3,1,1,0,1,1,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Tourism,,17000,0,204000,17000,0,0,R,0,No,,400000,Property purchase-repair,No shock,No shock,Always enough,Sometimes not enough,10,90,5,Better,-998,Home,-998,-998,-998,-998
104,1.1,1,Rich,24,4,Bilateral,,1,1,3,Wood,,999,-999,4,1,0,3,3,1,1,0,1,1,1,1,3,1,0,1,1,1,1,5,0,9,0,0,4,0,0,0,0,Property and Rent,Tourism,32000,0,384000,32000,0,0,R,0,No,,24000,Property purchase-repair,No shock,No shock,Always enough,Always enough,10,90,5,Better,Ninglang,Home,-998,-998,-998,-998
106,1.1,1,Average,7,3,Matrilineal,,1,1,3,Wood,,999,-998,1,1,15,3,3,1,1,1,1,1,1,1,3,1,1,1,1,1,0,6,0,15,0,0,0,0,0,0,0,Property and Rent,,0,150000,150000,12500,0,0,R,0,No,,450000,Property purchase-repair,No shock,Fire,Always enough,Sometimes not enough,40,60,5,Better,-998,Home,-998,-998,-998,-998
107,1.1,1,Average,4,2,Nuclear,1,1,1,3,Brick,,999,-998,1,6,35,3,3,1,1,1,1,1,1,1,3,1,1,1,1,1,0,0,0,20,0,0,0,0,0,0,0,Property and Rent,,0,18000,18000,1500,0,0,R,0,No,,0,,No shock,No shock,Always enough,Always enough,15,85,5,Better,-998,Home,-998,-998,-998,-998
108,1.1,1,Average,12,3,Matrilineal,,1,1,3,Wood,,999,0,1,4,0,3,3,1,1,0,1,1,1,1,3,1,1,1,1,1,0,6,0,8,0,0,0,0,0,0,0,Tourism,,10000,0,120000,10000,0,0,R,0,No,,450000,Property purchase-repair,No shock,No shock,Always enough,Sometimes not enough,30,70,5,Better,Ninglang,Home,-998,-998,-998,-998
115,1.1,1,Average,12,4,Bilateral,,1,1,3,Wood,,8,-998,2,2,1,3,3,1,1,0,1,1,1,0,-998,1,1,1,1,1,0,4,0,15,0,0,0,0,0,0,0,Property and Rent,Tourism,0,200000,200000,16666.66667,0,0,R,0,No,,0,,No shock,No shock,Always enough,Always enough,60,40,5,Better,Ninglang,Home,Never,-998,Never,-998
117,1.1,1,Very Rich,13,4,Bilateral,,1,1,3,Wood,,28,-998,8,0,5,3,3,1,1,1,1,1,1,1,3,1,1,1,1,1,0,0,0,25,0,0,0,0,0,0,0,Tourism,Salary (Regular),40000,0,480000,40000,0,0,R,0,No,,0,,No shock,Earthquake,Always enough,Always enough,60,40,8,Better,City,Home,-998,-998,Few months ago,Blood pressure
118,1.1,1,Average,4,2,Nuclear,1,1,1,3,Wood,P,1,-998,2,1,0,3,3,1,1,0,1,1,1,1,3,1,1,1,1,1,1,5,0,45,0,0,2,0,0,0,0,Property and Rent,Tourism,0,130000,130000,10833.33333,0,0,R,0,No,,800000,Property purchase-repair,No shock,No shock,Always enough,Always enough,70,30,1,Better,Home,Home,-998,Buy medicine,Never,-998
119,1.1,1,Rich,8,3,Matrilineal,,1,1,3,Wood,,7.5,2.8,1,7,0,3,3,1,1,0,1,1,1,1,3,1,1,1,1,1,1,4,0,15,0,0,2,0,0,0,0,Property and Rent,Tourism,5000,230000,290000,24166.66667,0,0,R,0,No,,0,,No shock,No shock,Always enough,Always enough,70,30,3,Better,Ninglang,Home,-998,-998,-998,-998
120,1.1,1,Average,13,3,Matrilineal,,1,1,3,Wood,,13,-999,4,1,0,3,3,1,1,0,1,1,1,1,3,1,1,1,1,1,1,13,0,45,0,0,3,0,0,0,0,Property and Rent,Tourism,15000,0,180000,15000,0,0,R,0,No,,0,,No shock,No shock,Always enough,Always enough,65,35,3,Better,City,Home,-998,-998,Last year,Childbirth
121,3.9,3,-997,5,3,Matrilineal,,1,0,1,Wood,,10,0,0,0,0,0,0,0,1,0,1,1,1,1,3,1,0,0,0,1,0,2,0,20,0,0,0,0,0,0,0,Gifts and Remittances,Salary (Regular),0,0,0,0,0,0,0,0,-998,,0,,No shock,No shock,Always enough,Sometimes not enough,100,0,5,Better,Ninglang,Home,,-998,Few months ago,Blood sugar check up
122,1.1,1,Rich,12,4,Matrilineal,,1,1,3,Wood,,10,-999,1,2,0,3,3,1,1,0,1,1,1,1,3,1,0,1,1,1,0,10,0,20,0,0,0,0,0,0,0,Tourism,Property and Rent,0,200000,200000,16666.66667,0,0,R,0,No,,0,,No shock,No shock,Always enough,Always enough,60,40,5,Better,Ninglang,Home,Last year,Buy medicine,-998,-998
124,1.1,1,Poor,7,3,Matrilineal,,1,1,3,Wood,,7,3,0,1,0,3,3,1,1,0,1,1,1,1,3,1,1,1,1,1,0,5,0,20,0,0,0,0,0,0,0,Property and Rent,Tourism,4000,200000,248000,20666.66667,0,0,R,0,No,,0,,No shock,No shock,Always enough,Always enough,5,95,3,No change,Home,Home,-998,-998,Last year,Body check
125,1.1,1,Very Poor,6,3,Matrilineal,,1,1,3,Wood,,13,10,2,0,1,3,3,1,1,0,1,1,1,1,3,1,1,1,1,1,0,10,0,18,0,0,0,0,0,0,0,Tourism,Property and Rent,0,200000,200000,16666.66667,0,0,R,0,No,,0,,No shock,No shock,Always enough,Always enough,70,30,5,Better,Home,Home,-998,Cold,Last year,Surgery
126,1.1,1,Very Poor,9,3,Matrilineal,,1,1,3,Wood,,5,1,1,1,3,3,3,1,1,0,1,1,1,1,3,1,1,1,1,1,0,4,0,12,0,0,0,0,0,0,0,Tourism,Property and Rent,3000,200000,236000,19666.66667,0,0,R,0,No,,0,,No shock,No shock,Always enough,Always enough,55,45,5,Better,Ninglang,Home,Few months ago,Sick,-998,-998
127,1.1,1,Poor,3,2,Patrilineal,1,1,1,3,Wood,,5,-999,0,0,2,3,3,0,1,0,1,1,1,1,3,1,0,0,1,1,0,2,0,15,0,0,0,0,0,0,0,Property and Rent,Tourism,2000,120000,144000,12000,0,0,R,0,No,,0,,No shock,No shock,Always enough,Always enough,65,35,5,Better,Home,Home,-998,-998,Last year,Body check
128,1.1,1,Rich,10,3,Matrilineal,,1,1,3,Concrete,,16,16,2,0,2,3,3,1,1,1,1,1,1,1,3,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,Tourism,Property and Rent,0,290000,290000,24166.66667,0,0,R,0,No,,0,,No shock,No shock,Always enough,Always enough,65,35,7,Better,City,Home,-998,-998,-998,-998
129,1.1,1,Average,11,3,Matrilineal,,1,1,3,Wood,,20,-999,2,6,0,3,3,1,1,0,1,1,1,1,3,1,1,1,1,1,0,7,0,30,0,0,0,0,0,0,0,Tourism,Property and Rent,0,400000,400000,33333.33333,0,0,R,0,No,,0,,No shock,No shock,Always enough,Always enough,70,30,8,Better,City,Home,-998,-998,Long time ago,Kidney
130,1.1,1,Rich,9,3,Bilateral,,1,1,0,Wood,,23,-999,1,2,0,3,3,1,1,1,1,1,1,1,3,1,0,1,1,1,0,5,0,18,0,0,0,0,0,0,0,Property and Rent,Tourism,2500,450000,480000,40000,0,0,R,0,No,,0,,No shock,No shock,Always enough,Always enough,50,50,7,Better,City,Home,-998,-998,-998,-998
131,,,Poor,4,2,Nuclear,,1,0,1,Wood,,999,0,0,0,0,1,3,0,1,0,0,0,1,1,3,1,0,0,1,1,1,4,0,25,2,0,0,0,12,0,0,Salary (Regular),,2000,10000,34000,2833.333333,0,10000,0,0,-998,,10000,Education,Illness,No shock,Always enough,Always enough,90,10,2,Better,Home,Home,-998,-998,Few years ago,Surgery
132,1.1,1,Average,12,4,Patrilineal,,1,1,3,Wood,,15,0,2,0,0,3,3,1,1,0,1,1,1,1,4,1,0,1,1,1,1,6,0,3,0,0,20,1,0,0,0,Tourism,Agriculture,5000,0,60000,5000,0,0,0,0,No,,0,,No shock,Fire,Always enough,Always enough,65,35,5,Better,Ninglang,-999,-998,-998,-998,-998
139,3.1,3,Average,5,2,Matrilineal,,1,0,1,Concrete,,12,0,1,1,0,1,2,1,1,0,1,1,1,1,3,1,0,0,0,1,1,5,0,16,0,0,0,0,0,0,0,Agriculture,Salary (Irregular),500,4700,8000,891.6666667,0,200,0,E,-998,,0,,No shock,No shock,Always enough,Never enough,90,10,4,Better,Home,Home,-998,-998,-998,-998
140,3.1,3,Average,8,3,Matrilineal,,1,0,1,Wood,,12,0,1,2,0,2,2,1,1,0,1,1,1,1,3,1,0,0,1,1,1,8,0,15,6,1,4,0,0,0,0,Salary (Irregular),Agriculture,0,10000,15600,833.3333333,0,0,0,E,-998,,0,,No shock,No shock,Always enough,Always enough,80,20,5,No change,City,Home,-998,-998,Few years ago,Work injury
141,3.1,3,Rich,6,3,Matrilineal,,1,0,1,Concrete,,16,0,1,1,0,2,2,1,1,0,1,1,1,1,3,1,0,0,0,1,1,4,0,22,0,0,0,0,5,0,0,Agriculture,Salary (Irregular),5500,8000,190000,6166.666667,0,8000,0,E,-998,,0,,No shock,No shock,Always enough,Always enough,80,20,5,Better,City,Home,-998,-998,-998,-998
143,3.1,3,Average,9,3,Matrilineal,,1,0,1,Concrete,,16,0,1,1,0,2,2,1,1,0,1,1,1,1,3,1,0,0,0,1,0,8,0,12,4,1,0,0,0,0,0,Agriculture,,0,5000,5000,416.6666667,0,0,0,E,-998,,0,,No shock,No shock,Always enough,Never enough,95,5,5,Better,Ninglang,Home,Few months ago,Cold,-999,
144,3.1,3,Average,8,3,Matrilineal,,1,0,1,Wood,,25,0,1,1,0,2,2,1,1,0,1,1,1,1,4,1,0,0,1,1,1,30,0,17,1,1,30,0,0,0,0,Agriculture,Gifts and Remittances,0,9000,9000,750,0,5000,0,E,-998,,0,,No shock,Cultural revolution,Always enough,Never enough,90,10,5,Better,Ninglang,Home,Few months ago,Cold,Few years ago,Have a cold
145,3.1,3,Average,7,2,Matrilineal,,1,0,1,Brick,,20,0,4,0,0,3,2,1,1,0,1,1,1,1,3,1,1,1,1,1,0,3,0,20,0,0,0,0,0,0,0,Salary (Regular),Agriculture,0,20000,20000,1666.666667,0,0,0,E,-998,,0,,Debt,No shock,Always enough,Always enough,85,15,5,Better,Ninglang,Home,Last year,Headache,Few years ago,Chronic headache
147,3.1,3,Average,5,3,Matrilineal,,1,0,1,Wood,,18,0,0,1,0,0,2,1,1,0,1,1,1,1,4,1,0,0,1,1,1,6,0,26,0,2,18,0,0,0,0,Agriculture,Gifts and Remittances,0,17000,17000,1416.666667,0,10000,0,E,-998,,0,,Accident,Accident,Always enough,Sometimes not enough,90,10,5,Better,Home,Home,Few years ago,Motorcycle accident,Few years ago,Motorcycle accident
149,3.1,3,Average,4,2,Patrilineal,1,1,0,1,Wood,,20,0,0,1,0,2,3,0,1,0,1,1,1,1,3,1,0,1,0,1,1,4,0,20,0,0,0,0,0,0,0,Agriculture,,0,10000,10000,833.3333333,0,0,0,E,-998,,0,,No shock,No shock,Always enough,Always enough,90,10,5,Better,Ninglang,Home,-999,Cold,Long time ago,Delivery
150,3.1,3,Average,8,3,Patrilineal,1,1,0,1,Wood,,20,0,2,1,1,2,2,1,1,0,1,1,1,1,3,1,0,1,1,1,0,11,0,20,0,0,0,0,0,0,0,Agriculture,,0,2500,2500,208.3333333,0,0,0,E,-998,,0,,No shock,No shock,Always enough,Sometimes not enough,,,4,Better,Ninglang,Home,,,,
152,3.1,3,Rich,7,3,Matrilineal,,1,0,1,Wood,,9,0,0,1,1,3,2,1,1,0,1,1,1,1,4,1,1,1,1,1,0,3,0,12,0,0,0,0,0,0,0,Gifts and Remittances,Agriculture,1000,0,12000,1000,0,2500,0,E,-998,,0,,No shock,No shock,Always enough,Never enough,90,10,5,Better,Ninglang,Home,Last year,Feet pain,Last year,Body check
153,3.1,3,Average,7,4,Matrilineal,,1,0,1,Concrete,,10,0,0,1,1,0,2,0,1,0,1,1,1,1,3,1,1,1,1,1,1,6,0,8,3,1,45,0,0,0,0,Agriculture,,0,8200,8200,683.3333333,0,1700,0,E,-998,,0,,Earthquake,No shock,Always enough,Always enough,80,20,1,-997,Yongning,Home,Few months ago,Flu,Few years ago,Gallbladder
155,3.1,3,Average,10,3,Matrilineal,,1,0,1,Wood,,20,0,1,0,1,2,3,0,1,0,1,1,1,1,3,1,0,0,1,1,1,6,0,15,6,0,0,0,0,0,0,Salary (Irregular),Agriculture,0,21500,21500,1791.666667,0,6500,0,E,-998,,0,,No shock,No shock,Always enough,Always enough,95,5,7,Better,City,Home,Last year,Flu,Never,Na
156,3.1,3,Average,5,3,Matrilineal,,1,0,1,Wood,,30,0,2,1,0,0,0,0,1,0,1,1,1,1,3,1,0,1,1,1,1,10,0,18,5,0,5,0,0,0,0,Agriculture,Salary (Regular),5000,20000,80000,6666.666667,0,20000,0,E,-998,,0,,Illness,No shock,Always enough,Always enough,70,30,5,Better,Yongning,Home,,,,
158,3.1,3,Average,8,3,Matrilineal,,1,0,1,Wood,,10,0,0,1,1,0,2,1,1,0,1,1,1,1,4,1,0,0,1,1,1,6,0,15,25,1,0,0,0,0,0,Agriculture,,0,4000,4000,333.3333333,0,0,0,E,-998,,0,,No shock,Illness,Always enough,Sometimes not enough,90,10,5,Better,Ninglang,Home,Few months ago,Buy medicine,Few months ago,Ultrasound
160,3.1,3,Average,6,3,Matrilineal,,1,0,1,Wood,,10,0,0,1,1,0,1,0,1,0,1,1,1,1,3,1,0,0,1,1,1,15,0,12,10,0,15,0,0,1,0,Salary (Irregular),Agriculture,0,3500,3500,291.6666667,0,0,0,E,-998,,0,,No shock,Cultural revolution,Always enough,Sometimes not enough,100,0,5,Better,Home,Home,Never,Na,Last year,Feet pain
161,3.1,3,Average,7,3,Bilateral,,1,0,1,Brick,,3,0,1,1,0,3,2,1,1,0,0,1,1,1,3,1,0,1,0,1,1,6,0,15,0,0,4,0,0,0,0,Agriculture,Salary (Irregular),0,2000,2000,166.6666667,0,0,0,E,-998,,0,,Illness,No shock,Always enough,Always enough,95,5,5,Better,Ninglang,Home,Last year,Follow up check up,Last year,Galdbladder disease
162,3.1,3,Poor,2,1,Nuclear,,1,0,1,Brick,D,13,0,0,0,1,1,2,1,1,0,0,0,1,1,4,1,0,0,1,1,1,1,0,10,0,0,0,0,0,0,0,Agriculture,Welfare and Subsidy,110,0,1320,110,0,0,0,E,-998,,0,,No shock,Death,Always enough,Sometimes not enough,90,10,1,Better,Home,Home,Few years ago,Body check,Never,Na
163,3.1,3,Average,5,3,Patrilineal,1,1,0,1,Brick,,9,0,0,2,0,2,2,1,1,0,1,1,1,1,3,1,0,1,1,1,1,9,0,15,0,0,20,0,0,0,0,Agriculture,Salary (Irregular),450,62500,67900,5658.333333,0,54500,0,E,-998,,0,,Illness,No shock,Always enough,Always enough,90,10,5,Better,Home,Home,Never,Na,Few years ago,Diabetes
164,3.1,3,Rich,9,3,Matrilineal,,1,0,1,Wood,,999,0,1,1,1,0,2,1,1,0,1,1,1,1,3,1,0,1,1,1,1,8,0,15,5,2,4,0,0,0,0,Agriculture,,0,16500,16500,1375,0,7500,0,E,-998,,0,,No shock,No shock,Always enough,Never enough,90,10,5,Better,Home,Home,Few months ago,Body check,Few months ago,Body check
165,3.1,3,-999,7,2,Other,1,1,0,1,Wood,,28,0,1,2,2,3,2,1,1,0,1,1,1,1,3,1,0,1,1,1,1,7,0,20,5,0,0,0,0,0,0,Salary (Regular),Agriculture,2500,5500,35500,2958.333333,0,0,0,E,-998,,0,,No shock,No shock,Always enough,Always enough,90,10,5,Better,Home,Home,Few months ago,Flu,Never,Na
166,3.1,3,Average,5,2,Matrilineal,,1,0,1,Wood,,10,0,1,1,0,2,2,1,1,0,1,1,1,1,2,1,1,1,0,1,1,8,0,10,0,0,4,0,0,0,0,Agriculture,Salary (Regular),2000,22000,46000,3833.333333,0,20000,0,E,-998,,0,,No shock,No shock,Always enough,Sometimes not enough,90,10,5,Better,Yongning,Home,Few months ago,Body check,Few months ago,Baby delivery
167,2.9,2,-997,4,3,Patrilineal,,1,0,1,Wood,,6,0,1,0,0,2,3,1,1,0,0,1,1,1,3,1,0,0,0,1,1,2,0,17,0,0,0,0,0,0,0,Welfare and Subsidy,Salary (Irregular),30,4500,4860,405,0,0,-998,-998,-998,,0,,Debt,No shock,Always enough,Sometimes not enough,90,10,4,Better,Ninglang,Home,Few months ago,Body check,Last year,"High bp, galdbladder"
168,3.1,3,Average,4,2,Nuclear,1,1,0,1,Wood,,10,0,2,2,1,3,2,1,1,0,1,1,1,1,3,1,0,1,1,1,1,8,0,20,0,0,-999,0,8,0,0,Salary (Irregular),Agriculture,0,28000,28000,2333.333333,0,0,0,E,-998,,0,,No shock,No shock,Always enough,Always enough,100,0,5,-997,Home,Home,Few months ago,Cold,-999,Na
170,3.1,3,Rich,7,3,Matrilineal,,1,0,1,Wood,,12,0,1,2,1,2,2,1,1,0,1,1,1,1,4,1,1,1,0,1,1,6,0,30,3,0,25,0,20,0,0,Agriculture,Welfare and Subsidy,4800,10000,67600,5633.333333,0,0,0,E,-998,,0,,No shock,No shock,Always enough,Always enough,100,0,5,Better,Ninglang,Home,Never,-997,Never,-997
172,3.1,3,Average,9,3,Matrilineal,,1,0,1,Wood,,15,0,1,0,2,2,2,1,1,0,1,1,1,1,3,1,0,0,0,1,1,6,0,25,7,0,2,0,0,0,0,Agriculture,Gifts and Remittances,0,600,1000,50,0,400,0,E,-998,,10000,,No shock,No shock,Always enough,Sometimes not enough,95,5,5,Better,Ninglang,Home,Few months ago,Flu,Few months ago,Flu
174,3.1,3,Average,7,3,Matrilineal,,1,0,1,Wood,,8,0,0,0,0,0,1,0,1,0,1,1,1,1,3,1,0,0,0,1,1,8,0,8,6,0,0,0,0,0,0,Salary (Regular),,0,23000,23000,1916.666667,0,23000,0,E,-998,,0,,No shock,No shock,Always enough,Sometimes not enough,95,5,2,Better,City,Home,Few months ago,Stomach ache,Last year,Stomach ache
175,3.1,3,Rich,15,3,Bilateral,,1,0,1,Wood,,10,0,0,1,2,1,2,1,1,0,1,1,1,1,4,1,1,1,1,1,1,8,0,10,4,2,0,0,0,1,0,Salary (Irregular),Agriculture,0,17000,17000,1416.666667,0,2000,0,E,-998,,20000,Medical,Illness,Death,Always enough,Always enough,75,25,5,Better,Ninglang,Home,Last year,foot pain,Few years ago,Surgery
177,3.1,3,Rich,9,3,Matrilineal,,1,0,1,Wood,,22,0,1,1,1,2,2,1,1,0,1,1,1,1,4,1,1,1,1,1,1,15,0,21,0,0,8,0,0,0,0,Agriculture,Salary (Regular),2000,14000,38000,3166.666667,0,8000,0,E,-998,,0,,No shock,Cultural revolution,Always enough,Always enough,80,20,7,Better,Ninglang,Home,Few months ago,Body check,Last year,Stomach pain
178,3.1,3,Rich,8,3,Matrilineal,,1,0,1,Wood,,30,0,3,1,0,2,2,1,1,0,1,1,1,1,4,1,0,1,1,1,1,26,0,20,6,0,30,0,0,0,0,Agriculture,,0,44500,44500,3708.333333,0,16000,0,E,-998,,0,,Illness,No shock,Always enough,Always enough,70,30,5,Better,Home,Home,Few months ago,Flu,Never,Na
180,3.1,3,Poor,4,2,Matrilineal,1,1,0,1,Wood,,30,5,0,1,0,0,0,0,1,0,0,1,1,1,3,1,0,0,1,1,1,12,0,20,0,0,10,0,0,0,0,Agriculture,,0,15500,15500,1291.666667,0,5500,R,E,-998,,0,,No shock,No shock,Always enough,Always enough,90,10,3,Better,Home,Home,Never,Na,Last year,Accident
